SMILES T P density einter compress
COCC(CCO)O 304 750 1.087e+00 -8.574e+01 2.549e-05
COCC(CCO)O 512 750 9.422e-01 -6.175e+01 6.648e-05
COCC(CCO)O 553 1000 9.303e-01 -5.935e+01 6.587e-05
OCCC(CO)OC 308 500 1.080e+00 -8.570e+01 2.785e-05
OCCC(CO)OC 564 500 8.899e-01 -5.660e+01 9.725e-05
CC=C(C(C)(C)C)C 419 1 6.129e-01 -2.895e+01 3.734e-04
CC=C(C(C)(C)C)C 254 50 7.681e-01 -3.986e+01 9.105e-05
CC=C(C(C)(C)C)C 419 100 6.330e-01 -3.013e+01 3.078e-04
CC=C(C(C)(C)C)C 452 100 6.046e-01 -2.837e+01 4.287e-04
CC=C(C(C)(C)C)C 419 250 6.563e-01 -3.159e+01 2.190e-04
CC=C(C(C)(C)C)C 419 750 7.049e-01 -3.467e+01 1.196e-04
CC=C(C(C)(C)C)C 452 1000 7.049e-01 -3.453e+01 1.028e-04
C=CC(=O)OC(C)C 445 1 7.108e-01 -2.952e+01 5.635e-04
C=CC(=O)OC(C)C 285 500 9.381e-01 -4.340e+01 6.914e-05
CCC(=CC)C(C)C 287 50 7.423e-01 -3.932e+01 1.063e-04
CCC(=CC)C(C)C 352 50 6.878e-01 -3.521e+01 1.933e-04
CCC(=CC)C(C)C 287 500 7.705e-01 -4.127e+01 7.230e-05
CCC(=CC)C(C)C 417 750 7.048e-01 -3.599e+01 1.048e-04
CCC(=CC)C(C)C 385 1000 7.372e-01 -3.832e+01 7.174e-05
CCC(OC(C)C)C 305 1 7.316e-01 -3.420e+01 1.768e-04
CCC(OC(C)C)C 305 100 7.429e-01 -3.488e+01 1.485e-04
CCC(OC(C)C)C 420 100 6.285e-01 -2.753e+01 4.000e-04
CCC(OC(C)C)C 276 750 8.132e-01 -3.951e+01 5.941e-05
CCC(OC(C)C)C 334 750 7.726e-01 -3.646e+01 8.743e-05
CC(=C(C)C)C(=O)C 303 1 8.554e-01 -4.665e+01 8.327e-05
CC(=C(C)C)C(=O)C 265 500 9.103e-01 -5.093e+01 5.101e-05
CC(=C(C)C)C(=O)C 417 500 8.046e-01 -4.180e+01 9.969e-05
CC(=C(C)C)C(=O)C 493 750 7.765e-01 -3.938e+01 1.039e-04
CC(=C(C)C)C(=O)C 417 1000 8.367e-01 -4.388e+01 7.056e-05
CCOCC(O)(C)C 398 50 7.691e-01 -4.036e+01 2.115e-04
CCOCC(O)(C)C 295 500 9.084e-01 -5.550e+01 5.421e-05
N#CC1CCC=CC1 463 50 8.122e-01 -4.262e+01 1.510e-04
N#CC1CCC=CC1 330 250 9.298e-01 -5.191e+01 5.693e-05
N#CC1CCC=CC1 463 750 8.672e-01 -4.611e+01 6.968e-05
N#CC1CCC=CC1 552 750 8.148e-01 -4.199e+01 1.072e-04
N#CC1CCC=CC1 552 1000 8.323e-01 -4.309e+01 7.694e-05
C=CCC(/C=C/C)C 348 50 6.862e-01 -3.536e+01 1.911e-04
C=CCC(/C=C/C)C 285 100 7.453e-01 -3.991e+01 1.208e-04
C=CCC(/C=C/C)C 254 250 7.810e-01 -4.279e+01 7.058e-05
C=CCC(/C=C/C)C 285 500 7.711e-01 -4.169e+01 7.463e-05
C=CCC(/C=C/C)C 254 750 8.045e-01 -4.432e+01 5.447e-05
C=CCC(/C=C/C)C 285 750 7.838e-01 -4.248e+01 6.107e-05
CC(=C)C=CC(=C)C 326 500 7.908e-01 -4.368e+01 7.553e-05
CC(=C)C=CC(=C)C 360 750 7.811e-01 -4.257e+01 7.470e-05
CC(=C)C=CC(=C)C 461 750 7.208e-01 -3.769e+01 1.107e-04
CC1CC(=C(C1)C)C 463 1 6.203e-01 -2.920e+01 5.265e-04
CC1CC(=C(C1)C)C 326 250 7.737e-01 -3.920e+01 1.000e-04
CC1CC(=C(C1)C)C 394 750 7.633e-01 -3.807e+01 9.044e-05
CC1CC(=C(C1)C)C 394 1000 7.782e-01 -3.902e+01 7.576e-05
CC1=CCC(C1)(C)C 477 50 5.978e-01 -2.594e+01 6.615e-04
CC1=CCC(C1)(C)C 477 250 6.512e-01 -2.878e+01 2.765e-04
CC1=CCCC=C1C 445 1 7.335e-01 -3.543e+01 2.390e-04
CC1=CCCC=C1C 373 100 8.051e-01 -4.017e+01 1.291e-04
CC1=CCCC=C1C 482 500 7.630e-01 -3.701e+01 1.303e-04
CCCNCC(C)C 451 250 6.400e-01 -3.377e+01 2.690e-04
CCCNCC(C)C 483 500 6.517e-01 -3.441e+01 1.724e-04
CCC(=C)C=C(C)C 349 50 7.085e-01 -3.707e+01 1.749e-04
CCC(=C)C=C(C)C 317 250 7.506e-01 -4.012e+01 1.050e-04
CCC(=C)C=C(C)C 254 750 8.201e-01 -4.550e+01 4.735e-05
CCC(=C)C=C(C)C 380 750 7.419e-01 -3.912e+01 8.348e-05
CCC(=C)C=C(C)C 286 1000 8.104e-01 -4.447e+01 5.365e-05
CC1=CC=CC=CC1 308 50 8.864e-01 -4.434e+01 6.462e-05
CC1=CC=CC=CC1 383 100 8.264e-01 -3.971e+01 1.062e-04
CC1=CC=CC=CC1 457 250 7.813e-01 -3.633e+01 1.460e-04
CC1=CC=CC=CC1 308 750 9.212e-01 -4.638e+01 4.977e-05
CC1=CC=CC=CC1 383 750 8.715e-01 -4.234e+01 6.311e-05
CC1=CC=CC=CC1 346 1000 9.066e-01 -4.486e+01 4.965e-05
OCC(C(C)C)CO 482 500 8.552e-01 -5.780e+01 7.674e-05
OCC(C(C)C)CO 482 750 8.704e-01 -5.890e+01 7.787e-05
OCC(C(C)C)CO 352 1000 9.641e-01 -7.558e+01 3.732e-05
CC1CCCC(=C)C1 259 1 8.369e-01 -4.114e+01 7.037e-05
CC1CCCC(=C)C1 330 1 7.713e-01 -3.648e+01 1.324e-04
CC1CCCC(=C)C1 472 100 6.576e-01 -2.927e+01 3.319e-04
CC1CCCC(=C)C1 472 250 6.830e-01 -3.068e+01 2.612e-04
CC1CCCC(=C)C1 365 1000 8.155e-01 -3.903e+01 6.033e-05
CC1CCCC(=C)C1 436 1000 7.761e-01 -3.623e+01 8.251e-05
CC1CCCC(=C)C1 507 1000 7.392e-01 -3.380e+01 1.193e-04
CC1CCCCC1=C 402 50 7.157e-01 -3.261e+01 2.829e-04
CC1CCCCC1=C 438 50 6.827e-01 -3.062e+01 3.259e-04
CC1CCCCC1=C 331 250 7.962e-01 -3.780e+01 1.061e-04
CC1CCCCC1=C 473 250 6.869e-01 -3.073e+01 2.013e-04
CC1CCCCC1=C 367 750 8.047e-01 -3.814e+01 8.351e-05
C/C=C/OC(CC)C 406 1 6.370e-01 -2.888e+01 5.142e-04
C/C=C/OC(CC)C 252 250 8.264e-01 -4.196e+01 7.309e-05
C/C=C/OC(CC)C 345 500 7.647e-01 -3.682e+01 1.048e-04
C=C1C=CC=CC=C1 342 250 9.351e-01 -4.918e+01 5.687e-05
C=C1C=CC=CC=C1 426 250 8.701e-01 -4.338e+01 1.048e-04
C=C1C=CC=CC=C1 342 750 9.587e-01 -5.064e+01 4.112e-05
C=C1C=CC=CC=C1 258 1000 1.023e+00 -5.695e+01 2.729e-05
[O-][N+](=O)c1ccccc1 393 1 1.085e+00 -4.516e+01 8.129e-05
[O-][N+](=O)c1ccccc1 481 1 9.920e-01 -3.979e+01 1.904e-04
[O-][N+](=O)c1ccccc1 570 250 9.423e-01 -3.684e+01 2.073e-04
[O-][N+](=O)c1ccccc1 304 500 1.199e+00 -5.211e+01 3.695e-05
CCCCC(C=CC)O 316 100 8.309e-01 -6.526e+01 7.936e-05
CCCCC(C=CC)O 353 250 8.138e-01 -6.117e+01 9.243e-05
CCCCC(C=CC)O 316 750 8.708e-01 -6.830e+01 4.359e-05
CCCC/C=C\CCC 473 1 5.719e-01 -3.165e+01 5.094e-04
CCCC/C=C\CCC 473 250 6.284e-01 -3.558e+01 2.988e-04
CCCC/C=C\CCC 336 500 7.438e-01 -4.499e+01 8.932e-05
CCCCCOCCC 465 1 5.900e-01 -3.062e+01 7.907e-04
CCCCCOCCC 498 1 5.385e-01 -2.746e+01 1.703e-03
CCCCCOCCC 332 500 7.802e-01 -4.467e+01 9.944e-05
CCCCCOCCC 266 1000 8.525e-01 -5.099e+01 5.158e-05
CCCCCOCCC 365 1000 7.889e-01 -4.490e+01 7.290e-05
[O-][N+](=O)C(=CCCC)C 361 1 9.387e-01 -5.449e+01 9.212e-05
[O-][N+](=O)C(=CCCC)C 437 1 8.713e-01 -4.883e+01 1.477e-04
[O-][N+](=O)C(=CCCC)C 284 500 1.031e+00 -6.220e+01 4.055e-05
[O-][N+](=O)C(=CCCC)C 514 1000 9.034e-01 -4.995e+01 8.770e-05
CC(CCCC(O)C)O 464 100 8.164e-01 -6.110e+01 1.200e-04
CCCc1cccnc1 417 1 7.864e-01 -4.252e+01 1.819e-04
CCCc1cccnc1 596 50 5.974e-01 -2.939e+01 1.306e-03
CCCc1cccnc1 282 100 9.162e-01 -5.396e+01 6.274e-05
CCCc1cccnc1 372 750 8.838e-01 -4.970e+01 6.223e-05
CCCc1cccnc1 372 1000 8.960e-01 -5.042e+01 5.765e-05
CCCCCC(C=C)C 264 1 7.557e-01 -4.579e+01 9.434e-05
CCCCCC(C=C)C 363 50 6.763e-01 -3.874e+01 2.088e-04
CCCCCC(C=C)C 397 50 6.464e-01 -3.636e+01 2.817e-04
CCCCCC(C=C)C 463 250 6.261e-01 -3.459e+01 3.098e-04
CCCCCC(C=C)C 397 750 7.156e-01 -4.147e+01 9.069e-05
CCCCCC(C=C)C 430 750 6.970e-01 -3.988e+01 1.191e-04
CCCCCC(C=C)C 264 1000 8.040e-01 -4.949e+01 4.578e-05
CCCC=C(CCC)C 264 1 7.669e-01 -4.639e+01 8.412e-05
CCCC=C(CCC)C 330 1 7.104e-01 -4.157e+01 1.578e-04
CCCC=C(CCC)C 462 50 5.990e-01 -3.291e+01 3.994e-04
CCCC=C(CCC)C 396 250 6.849e-01 -3.933e+01 1.549e-04
CCCC=C(CCC)C 495 250 6.140e-01 -3.386e+01 3.202e-04
CCCC=C(CCC)C 429 500 6.868e-01 -3.936e+01 1.715e-04
CCCC=C(CCC)C 330 750 7.638e-01 -4.563e+01 7.173e-05
CCC#CCCC(C)C 379 1000 7.630e-01 -4.822e+01 7.326e-05
CCC#CCCC(C)C 488 1000 7.081e-01 -4.322e+01 8.638e-05
CCCC=C(CC)CC 477 1 5.636e-01 -3.019e+01 8.995e-04
CCCC=C(CC)CC 442 100 6.283e-01 -3.461e+01 3.124e-04
CCCC=C(CC)CC 477 500 6.594e-01 -3.672e+01 1.968e-04
CCCC(C(=O)C)CC 346 100 7.814e-01 -4.373e+01 1.237e-04
CCCC(C(=O)C)CC 383 100 7.517e-01 -4.122e+01 1.557e-04
CCCC(C(=O)C)CC 532 250 6.544e-01 -3.363e+01 3.262e-04
CCCC(C(=O)C)CC 272 1000 8.854e-01 -5.241e+01 4.167e-05
CCOC(=O)CC=CC 375 1 8.265e-01 -4.233e+01 1.782e-04
CCOC(=O)CC=CC 340 100 8.741e-01 -4.581e+01 1.073e-04
CCOC(=O)CC=CC 480 250 7.577e-01 -3.704e+01 2.383e-04
CCOC(=O)CC=CC 340 500 9.040e-01 -4.772e+01 8.190e-05
CCOC(=O)CC=CC 375 500 8.756e-01 -4.535e+01 8.062e-05
CCCC(=CC)CCC 431 1 6.239e-01 -3.417e+01 4.423e-04
CCCC(=CC)CCC 265 50 7.711e-01 -4.589e+01 8.344e-05
CCCC(=CC)CCC 364 1000 7.602e-01 -4.437e+01 7.076e-05
Oc1ccc(c(c1)O)O 512 250 1.243e+00 -8.232e+01 3.306e-05
Oc1ccc(c(c1)O)O 558 1000 1.244e+00 -8.106e+01 3.526e-05
CCC(CC(C=O)C)C 272 250 8.546e-01 -5.060e+01 6.119e-05
CCC(CC(C=O)C)C 377 250 7.721e-01 -4.301e+01 1.306e-04
CCC(CC(C=O)C)C 412 250 7.469e-01 -4.090e+01 1.378e-04
CCC(CC(C=O)C)C 342 500 8.155e-01 -4.657e+01 8.202e-05
N#Cc1ccc(cc1)C 409 1 9.004e-01 -5.033e+01 8.989e-05
N#Cc1ccc(cc1)C 326 50 9.693e-01 -5.625e+01 5.577e-05
N#Cc1ccc(cc1)C 574 100 7.752e-01 -4.068e+01 2.399e-04
N#Cc1ccc(cc1)C 574 500 8.257e-01 -4.374e+01 1.241e-04
N#Cc1ccc(cc1)C 615 750 8.247e-01 -4.342e+01 1.252e-04
C1Cc2c(C1)cccc2 582 1 6.540e-01 -2.794e+01 8.942e-04
C1Cc2c(C1)cccc2 391 50 8.781e-01 -4.092e+01 1.100e-04
C1Cc2c(C1)cccc2 438 100 8.413e-01 -3.845e+01 1.432e-04
C1Cc2c(C1)cccc2 534 500 8.126e-01 -3.632e+01 1.605e-04
C1Cc2c(C1)cccc2 438 750 8.999e-01 -4.180e+01 7.902e-05
C1Cc2c(C1)cccc2 247 1000 1.046e+00 -5.279e+01 2.570e-05
CC(C(=O)O)CCCC 295 1 9.134e-01 -6.928e+01 7.636e-05
CC(C(=O)O)CCCC 486 50 7.512e-01 -4.817e+01 2.259e-04
CC(C(=O)O)CCCC 371 250 8.755e-01 -6.280e+01 8.131e-05
CC(C(=O)O)CCCC 409 250 8.453e-01 -5.858e+01 9.160e-05
CC(C(=O)O)CCCC 295 1000 9.675e-01 -7.192e+01 3.398e-05
CC(C(=O)O)CCCC 448 1000 8.742e-01 -5.834e+01 7.191e-05
C=CCC(CC=C)CC 462 1 5.902e-01 -3.056e+01 6.697e-04
C=CCC(CC=C)CC 429 50 6.350e-01 -3.367e+01 3.277e-04
C=CCC(CC=C)CC 462 500 6.736e-01 -3.609e+01 1.581e-04
C=CCC(CC=C)CC 263 750 8.126e-01 -4.798e+01 5.251e-05
CC(CC=CC(C)C)C 325 1 6.983e-01 -4.008e+01 1.515e-04
CC(CC=CC(C)C)C 390 50 6.471e-01 -3.596e+01 2.451e-04
CC(CC=CC(C)C)C 422 100 6.271e-01 -3.436e+01 2.994e-04
CC(CC=CC(C)C)C 260 250 7.708e-01 -4.615e+01 7.562e-05
CCC=C(CC(C)C)C 262 50 7.690e-01 -4.604e+01 8.436e-05
CCC=C(CC(C)C)C 460 50 6.002e-01 -3.245e+01 4.035e-04
CCC=C(CC(C)C)C 262 100 7.702e-01 -4.610e+01 8.272e-05
CCC=C(CC(C)C)C 328 100 7.184e-01 -4.153e+01 1.347e-04
CCC=C(CC(C)C)C 328 250 7.316e-01 -4.254e+01 1.149e-04
CCC=C(CC(C)C)C 361 250 7.073e-01 -4.050e+01 1.368e-04
CCC=C(CC(C)C)C 394 500 7.062e-01 -4.022e+01 1.174e-04
CCC=C(CC(C)C)C 427 500 6.871e-01 -3.865e+01 1.327e-04
CCC=C(CC(C)C)C 460 750 6.893e-01 -3.873e+01 1.187e-04
CCC=C(CC(C)C)C 493 750 6.731e-01 -3.746e+01 1.298e-04
CCCC=CC(=CC)C 478 50 6.114e-01 -3.441e+01 4.329e-04
CCCC=CC(=CC)C 271 100 7.933e-01 -4.945e+01 7.050e-05
CCCC=CC(=CC)C 306 250 7.751e-01 -4.764e+01 8.754e-05
CCCC=CC(=CC)C 409 500 7.227e-01 -4.278e+01 1.127e-04
CCCC=CC(=CC)C 478 1000 7.195e-01 -4.215e+01 1.078e-04
CC(CCC=C(C)C)C 425 1 6.259e-01 -3.494e+01 4.234e-04
CC(CCC=C(C)C)C 361 500 7.295e-01 -4.288e+01 8.854e-05
CC(CCC=C(C)C)C 425 500 6.893e-01 -3.948e+01 1.413e-04
CC=CC(CC(C)C)C 422 50 6.226e-01 -3.370e+01 3.837e-04
CC=CC(CC(C)C)C 358 250 7.011e-01 -3.962e+01 1.407e-04
CC=CC(CC(C)C)C 326 500 7.429e-01 -4.294e+01 8.470e-05
CC=CC(CC(C)C)C 422 500 6.826e-01 -3.796e+01 1.480e-04
CC=CC(CC(C)C)C 487 500 6.435e-01 -3.489e+01 1.882e-04
C/C=C\CCC/C=C\C 270 1 7.865e-01 -4.974e+01 8.701e-05
C/C=C\CCC/C=C\C 444 50 6.424e-01 -3.700e+01 3.422e-04
C/C=C\CCC/C=C\C 479 50 6.071e-01 -3.425e+01 4.299e-04
C/C=C\CCC/C=C\C 340 250 7.469e-01 -4.572e+01 1.092e-04
C/C=C\CCC/C=C\C 305 750 8.010e-01 -5.028e+01 6.028e-05
C/C=C\CCC/C=C\C 444 750 7.172e-01 -4.245e+01 1.121e-04
C/C=C\CCC/C=C\C 340 1000 7.910e-01 -4.910e+01 5.847e-05
C/C=C\CCC/C=C\C 375 1000 7.703e-01 -4.713e+01 6.534e-05
C/C=C\CCC/C=C\C 514 1000 6.990e-01 -4.074e+01 1.083e-04
CCCCC(C=C)(C)C 362 50 6.799e-01 -3.654e+01 2.016e-04
CCCCC(C=C)(C)C 261 100 7.673e-01 -4.382e+01 8.460e-05
CCCCC(C=C)(C)C 496 100 5.683e-01 -2.856e+01 6.650e-04
CCCCC(C=C)(C)C 295 250 7.515e-01 -4.226e+01 9.545e-05
CCCCC(C=C)(C)C 496 250 6.040e-01 -3.080e+01 3.329e-04
CCCC1=CCCCC1 271 1 8.439e-01 -4.717e+01 7.080e-05
CCCC1=CCCCC1 308 50 8.147e-01 -4.473e+01 9.843e-05
CCCC1=CCCCC1 456 50 6.872e-01 -3.523e+01 3.146e-04
CCCC1=CCCCC1 345 250 8.006e-01 -4.351e+01 9.535e-05
CCCC1=CCCCC1 493 750 7.444e-01 -3.895e+01 1.226e-04
C=CC(CCC(C)C)C 325 50 7.063e-01 -4.032e+01 1.486e-04
C=CC(CCC(C)C)C 452 50 5.935e-01 -3.160e+01 4.395e-04
C=CC(CCC(C)C)C 357 100 6.855e-01 -3.853e+01 1.621e-04
C=CC(CCC(C)C)C 420 100 6.324e-01 -3.439e+01 2.856e-04
C=CC(CCC(C)C)C 261 750 7.961e-01 -4.780e+01 5.959e-05
C=CC(CCC(C)C)C 420 750 7.020e-01 -3.937e+01 9.515e-05
C=CC(CCC(C)C)C 293 1000 7.873e-01 -4.673e+01 5.573e-05
CC(c1ccncc1)C 436 1 7.823e-01 -4.233e+01 1.817e-04
CC(c1ccncc1)C 243 100 9.524e-01 -5.823e+01 3.904e-05
CC(c1ccncc1)C 243 250 9.661e-01 -5.940e+01 3.218e-05
CC(c1ccncc1)C 581 250 6.941e-01 -3.498e+01 3.712e-04
CC(c1ccncc1)C 388 1000 8.934e-01 -5.046e+01 5.508e-05
Cc1ccc(c(n1)C)C 316 1000 9.390e-01 -5.416e+01 3.976e-05
Cc1ccc(c(n1)C)C 394 1000 8.920e-01 -4.990e+01 4.908e-05
CC=CC(=O)C(CC)C 466 50 6.828e-01 -3.642e+01 3.320e-04
CC=CC(=O)C(CC)C 391 100 7.595e-01 -4.231e+01 1.646e-04
CC=CC(=O)C(CC)C 278 250 8.665e-01 -5.183e+01 6.396e-05
CC=CC(=O)C(CC)C 316 500 8.503e-01 -4.988e+01 6.410e-05
CC=CC(=O)C(CC)C 503 1000 7.652e-01 -4.156e+01 1.133e-04
CCC1CCCC(=O)C1 484 250 7.822e-01 -3.839e+01 1.906e-04
CCC1CCCC(=O)C1 286 500 9.505e-01 -5.141e+01 4.410e-05
CCC1CCCC(=O)C1 533 500 7.792e-01 -3.790e+01 1.539e-04
CCC(CC(=O)C)(C)C 417 100 7.306e-01 -3.784e+01 2.124e-04
CCC(CC(=O)C)(C)C 417 250 7.500e-01 -3.917e+01 1.441e-04
CCC(CC(=O)C)(C)C 344 1000 8.493e-01 -4.678e+01 5.644e-05
CC(c1cccnc1)C 346 1 8.535e-01 -4.721e+01 8.907e-05
CC(c1cccnc1)C 534 50 6.777e-01 -3.361e+01 5.367e-04
CC(c1cccnc1)C 252 100 9.396e-01 -5.525e+01 5.058e-05
CC(c1cccnc1)C 581 1000 7.794e-01 -3.920e+01 1.030e-04
CC#Cc1ccccc1 328 1 8.968e-01 -4.901e+01 7.320e-05
CC#Cc1ccccc1 373 1 8.588e-01 -4.607e+01 1.040e-04
CC#Cc1ccccc1 506 50 7.421e-01 -3.779e+01 2.523e-04
CC#Cc1ccccc1 373 100 8.660e-01 -4.653e+01 8.800e-05
CC#Cc1ccccc1 595 250 7.036e-01 -3.502e+01 3.097e-04
CC#Cc1ccccc1 595 1000 7.935e-01 -4.026e+01 9.622e-05
CCC(=O)CC(C)(C)C 373 1 7.476e-01 -4.037e+01 1.834e-04
CCC(=O)CC(C)(C)C 304 250 8.308e-01 -4.731e+01 8.507e-05
CCC(=O)CC(C)(C)C 408 750 7.901e-01 -4.281e+01 8.491e-05
CCC(=O)CC(C)(C)C 442 1000 7.873e-01 -4.229e+01 8.830e-05
CC(=O)CC(C(C)C)C 276 1 8.416e-01 -4.960e+01 8.182e-05
CCC(CC(O)C)(O)C 476 50 7.809e-01 -4.854e+01 2.051e-04
CCC(CC(O)C)(O)C 404 500 8.791e-01 -5.922e+01 6.941e-05
CCC(CC(O)C)(O)C 476 500 8.311e-01 -5.249e+01 9.387e-05
CCC(CC(O)C)(O)C 368 750 9.176e-01 -6.429e+01 5.145e-05
CCC(CC(O)C)(O)C 476 750 8.486e-01 -5.388e+01 8.647e-05
C=CC(CC(C)C)(C)C 490 1 5.364e-01 -2.578e+01 1.169e-03
C=CC(CC(C)C)(C)C 490 250 6.118e-01 -3.028e+01 3.404e-04
C=CC(CC(C)C)(C)C 490 1000 6.925e-01 -3.560e+01 1.020e-04
CCCOC(=O)/C=C/C 452 50 7.552e-01 -3.761e+01 3.043e-04
CCCOC(=O)/C=C/C 345 500 9.003e-01 -4.782e+01 7.748e-05
CCCOC(=O)/C=C/C 309 1000 9.531e-01 -5.146e+01 4.405e-05
CC(=CC(C(C)C)C)C 293 100 7.457e-01 -4.299e+01 1.095e-04
CC(=CC(C(C)C)C)C 358 250 7.101e-01 -3.979e+01 1.276e-04
CC(=CC(C(C)C)C)C 390 250 6.867e-01 -3.791e+01 2.040e-04
CC(=CC(C(C)C)C)C 358 500 7.290e-01 -4.120e+01 9.184e-05
CCC(=CC(C)(C)C)C 440 1 6.073e-01 -3.129e+01 5.572e-04
CCC(=CC(C)(C)C)C 259 50 7.769e-01 -4.443e+01 8.078e-05
CCC(=CC(C)(C)C)C 367 50 6.846e-01 -3.682e+01 2.426e-04
CCC(=CC(C)(C)C)C 331 100 7.210e-01 -3.967e+01 1.408e-04
CCC(=CC(C)(C)C)C 259 500 8.012e-01 -4.628e+01 6.483e-05
CCC(=CC(C)(C)C)C 440 500 6.821e-01 -3.636e+01 1.629e-04
CCCC(/C=C\CO)O 309 50 9.634e-01 -9.230e+01 3.757e-05
CCCC(/C=C\CO)O 352 50 9.471e-01 -8.934e+01 4.749e-05
CCCC(/C=C\CO)O 309 500 9.827e-01 -9.329e+01 2.614e-05
CCCC(/C=C\CO)O 564 500 8.259e-01 -6.420e+01 1.097e-04
Oc1ccc(c(c1)O)C 411 1 1.103e+00 -7.144e+01 4.599e-05
Oc1ccc(c(c1)O)C 459 50 1.063e+00 -6.652e+01 6.147e-05
Oc1ccc(c(c1)O)C 602 50 9.412e-01 -5.414e+01 1.282e-04
Oc1ccc(c(c1)O)C 650 50 8.964e-01 -5.046e+01 2.045e-04
Oc1ccc(c(c1)O)C 411 100 1.106e+00 -7.177e+01 4.583e-05
Oc1ccc(c(c1)O)C 507 100 1.028e+00 -6.233e+01 8.217e-05
Oc1ccc(c(c1)O)C 316 250 1.180e+00 -8.064e+01 1.981e-05
Oc1ccc(c(c1)O)C 507 250 1.037e+00 -6.299e+01 6.666e-05
Oc1ccc(c(c1)O)C 602 250 9.641e-01 -5.572e+01 1.072e-04
Oc1ccc(c(c1)O)C 555 750 1.036e+00 -6.176e+01 6.743e-05
Oc1ccc(c(c1)O)C 602 1000 1.021e+00 -5.968e+01 6.097e-05
Oc1ccc(c(c1)O)C 650 1000 9.923e-01 -5.682e+01 7.363e-05
C=CCC(C(C)C)(C)C 292 1 7.412e-01 -3.950e+01 1.074e-04
C=CCC(C(C)C)(C)C 494 1 5.483e-01 -2.627e+01 9.275e-04
C=CCC(C(C)C)(C)C 427 100 6.446e-01 -3.228e+01 2.664e-04
C=CCC(C(C)C)(C)C 258 250 7.838e-01 -4.284e+01 6.414e-05
C=CCC(C(C)C)(C)C 460 750 6.951e-01 -3.555e+01 1.186e-04
C=CCC(C(C)C)(C)C 393 1000 7.443e-01 -3.910e+01 7.110e-05
CCc1ccc(cn1)C 359 500 8.783e-01 -4.883e+01 7.878e-05
CCCOCCC(C)C 489 1 5.521e-01 -2.752e+01 1.374e-03
CCCOCCC(C)C 392 250 7.107e-01 -3.811e+01 1.775e-04
CCCOCCC(C)C 392 500 7.373e-01 -4.000e+01 1.169e-04
C#Cc1ccc(cc1)C 376 1 8.463e-01 -4.378e+01 1.310e-04
C#Cc1ccc(cc1)C 547 1 6.826e-01 -3.309e+01 7.086e-04
C#Cc1ccc(cc1)C 547 50 6.975e-01 -3.388e+01 3.872e-04
C#Cc1ccc(cc1)C 290 100 9.226e-01 -4.952e+01 5.516e-05
C#Cc1ccc(cc1)C 333 100 8.897e-01 -4.692e+01 7.064e-05
C#Cc1ccc(cc1)C 376 250 8.667e-01 -4.505e+01 9.101e-05
C#Cc1ccc(cc1)C 419 1000 8.844e-01 -4.560e+01 6.273e-05
C=Cc1ccccc1C 518 50 6.899e-01 -3.211e+01 3.760e-04
C=Cc1ccccc1C 278 100 9.104e-01 -4.754e+01 6.303e-05
C=Cc1ccccc1C 422 750 8.463e-01 -4.178e+01 8.086e-05
C=Cc1ccc(cc1)C 304 50 8.762e-01 -4.585e+01 8.600e-05
C=Cc1ccc(cc1)C 438 50 7.612e-01 -3.741e+01 2.299e-04
C=Cc1ccc(cc1)C 482 50 7.201e-01 -3.472e+01 2.576e-04
C=Cc1ccc(cc1)C 482 100 7.298e-01 -3.526e+01 2.345e-04
C=Cc1ccc(cc1)C 527 100 6.860e-01 -3.254e+01 4.208e-04
C=Cc1ccc(cc1)C 260 250 9.236e-01 -4.969e+01 5.262e-05
C=Cc1ccc(cc1)C 304 250 8.895e-01 -4.671e+01 6.959e-05
C=Cc1ccc(cc1)C 527 250 7.166e-01 -3.424e+01 2.494e-04
CCC(=C(CC)C)CC 270 1 7.721e-01 -4.550e+01 8.874e-05
CCC(=C(CC)C)CC 306 50 7.477e-01 -4.334e+01 9.743e-05
CCC(=C(CC)C)CC 306 100 7.517e-01 -4.362e+01 1.043e-04
CCC(=C(CC)C)CC 270 500 8.004e-01 -4.772e+01 5.913e-05
CCC(=C(CC)C)CC 416 1000 7.414e-01 -4.225e+01 7.898e-05
CC(C(=O)O)CC(C)C 448 50 7.875e-01 -5.155e+01 2.029e-04
CC(C(=O)O)CC(C)C 298 100 9.191e-01 -6.843e+01 5.827e-05
CC(C(=O)O)CC(C)C 485 100 7.638e-01 -4.820e+01 2.284e-04
CC(C(=O)O)CC(C)C 298 250 9.251e-01 -6.820e+01 5.500e-05
CC(C(=O)O)CC(C)C 335 500 9.169e-01 -6.648e+01 5.630e-05
CC(C(=O)O)CC(C)C 448 500 8.392e-01 -5.462e+01 1.071e-04
CC(C(=O)O)CC(C)C 448 750 8.580e-01 -5.618e+01 7.760e-05
CC(C(C)C)CC(=O)O 409 50 8.374e-01 -5.686e+01 1.332e-04
CC(C(C)C)CC(=O)O 371 1000 9.320e-01 -6.552e+01 4.444e-05
CC(C(C)C)CC(=O)O 562 1000 8.204e-01 -4.871e+01 9.155e-05
CCCCCOC(C)C 294 50 7.707e-01 -4.320e+01 1.271e-04
CCCCCOC(C)C 420 50 6.487e-01 -3.363e+01 3.755e-04
CCCCCOC(C)C 262 100 8.032e-01 -4.607e+01 9.044e-05
